scene_id,platform,acquisition_date,orbit_pass,relative_orbit,absolute_orbit,polarization,size_mb,gap_days
S1A_IW_SLC__1SDV_20210411T105842_20210411T105909_037402_046875_E742,Sentinel-1A,2021-04-11 10:58:42+00:00,ASCENDING,55,37402,VV+VH,4431.7,0.0
S1A_IW_SLC__1SDV_20210423T105818_20210423T105845_037577_046E82_27AE,Sentinel-1A,2021-04-23 10:58:18+00:00,ASCENDING,55,37577,VV+VH,4367.9,11.0
S1A_IW_SLC__1SDV_20210423T105843_20210423T105910_037577_046E82_08FD,Sentinel-1A,2021-04-23 10:58:43+00:00,ASCENDING,55,37577,VV+VH,4400.9,0.0
S1A_IW_SLC__1SDV_20210517T105819_20210517T105846_037927_0479E3_C241,Sentinel-1A,2021-05-17 10:58:19+00:00,ASCENDING,55,37927,VV+VH,4372.5,23.0
S1A_IW_SLC__1SDV_20210517T105844_20210517T105911_037927_0479E3_C90E,Sentinel-1A,2021-05-17 10:58:44+00:00,ASCENDING,55,37927,VV+VH,4389.6,0.0
S1A_IW_SLC__1SDV_20210529T105820_20210529T105847_038102_047F2B_0716,Sentinel-1A,2021-05-29 10:58:20+00:00,ASCENDING,55,38102,VV+VH,4392.9,11.0
S1A_IW_SLC__1SDV_20210529T105845_20210529T105912_038102_047F2B_0A99,Sentinel-1A,2021-05-29 10:58:45+00:00,ASCENDING,55,38102,VV+VH,4402.2,0.0
S1A_IW_SLC__1SDV_20210610T105821_20210610T105847_038277_048454_17B5,Sentinel-1A,2021-06-10 10:58:21+00:00,ASCENDING,55,38277,VV+VH,4405.1,11.0
S1A_IW_SLC__1SDV_20210610T105845_20210610T105912_038277_048454_19DF,Sentinel-1A,2021-06-10 10:58:45+00:00,ASCENDING,55,38277,VV+VH,4439.1,0.0
S1A_IW_SLC__1SDV_20210622T105821_20210622T105848_038452_048991_C481,Sentinel-1A,2021-06-22 10:58:21+00:00,ASCENDING,55,38452,VV+VH,4385.6,11.0
S1A_IW_SLC__1SDV_20210622T105846_20210622T105913_038452_048991_39D8,Sentinel-1A,2021-06-22 10:58:46+00:00,ASCENDING,55,38452,VV+VH,4407.1,0.0
S1A_IW_SLC__1SDV_20210704T105822_20210704T105849_038627_048ED3_99A8,Sentinel-1A,2021-07-04 10:58:22+00:00,ASCENDING,55,38627,VV+VH,4380.9,11.0
S1A_IW_SLC__1SDV_20210704T105847_20210704T105914_038627_048ED3_8184,Sentinel-1A,2021-07-04 10:58:47+00:00,ASCENDING,55,38627,VV+VH,4423.0,0.0
S1A_IW_SLC__1SDV_20210716T105823_20210716T105850_038802_049413_D5E9,Sentinel-1A,2021-07-16 10:58:23+00:00,ASCENDING,55,38802,VV+VH,4386.0,11.0
S1A_IW_SLC__1SDV_20210716T105848_20210716T105914_038802_049413_3BE3,Sentinel-1A,2021-07-16 10:58:48+00:00,ASCENDING,55,38802,VV+VH,4421.5,0.0
S1A_IW_SLC__1SDV_20210728T105823_20210728T105850_038977_04994C_CF42,Sentinel-1A,2021-07-28 10:58:23+00:00,ASCENDING,55,38977,VV+VH,4416.7,11.0
S1A_IW_SLC__1SDV_20210728T105848_20210728T105915_038977_04994C_5B2D,Sentinel-1A,2021-07-28 10:58:48+00:00,ASCENDING,55,38977,VV+VH,4425.6,0.0
S1A_IW_SLC__1SDV_20210809T105824_20210809T105851_039152_049EEB_04B0,Sentinel-1A,2021-08-09 10:58:24+00:00,ASCENDING,55,39152,VV+VH,4433.1,11.0
S1A_IW_SLC__1SDV_20210809T105849_20210809T105916_039152_049EEB_5B42,Sentinel-1A,2021-08-09 10:58:49+00:00,ASCENDING,55,39152,VV+VH,4454.5,0.0
S1A_IW_SLC__1SDV_20210821T105825_20210821T105852_039327_04A4F5_6165,Sentinel-1A,2021-08-21 10:58:25+00:00,ASCENDING,55,39327,VV+VH,4384.3,11.0
S1A_IW_SLC__1SDV_20210821T105850_20210821T105916_039327_04A4F5_8031,Sentinel-1A,2021-08-21 10:58:50+00:00,ASCENDING,55,39327,VV+VH,4406.0,0.0
S1A_IW_SLC__1SDV_20210902T105825_20210902T105852_039502_04AAED_07E5,Sentinel-1A,2021-09-02 10:58:25+00:00,ASCENDING,55,39502,VV+VH,4398.1,11.0
S1A_IW_SLC__1SDV_20210902T105850_20210902T105917_039502_04AAED_CD3A,Sentinel-1A,2021-09-02 10:58:50+00:00,ASCENDING,55,39502,VV+VH,4420.4,0.0
S1A_IW_SLC__1SDV_20210914T105825_20210914T105853_039677_04B102_9046,Sentinel-1A,2021-09-14 10:58:25+00:00,ASCENDING,55,39677,VV+VH,4601.2,11.0
S1A_IW_SLC__1SDV_20210914T105851_20210914T105918_039677_04B102_C435,Sentinel-1A,2021-09-14 10:58:51+00:00,ASCENDING,55,39677,VV+VH,4432.0,0.0
S1A_IW_SLC__1SDV_20210926T105826_20210926T105853_039852_04B6E5_AD0F,Sentinel-1A,2021-09-26 10:58:26+00:00,ASCENDING,55,39852,VV+VH,4405.1,11.0
S1A_IW_SLC__1SDV_20210926T105851_20210926T105918_039852_04B6E5_B418,Sentinel-1A,2021-09-26 10:58:51+00:00,ASCENDING,55,39852,VV+VH,4412.7,0.0
S1A_IW_SLC__1SDV_20211008T105826_20211008T105853_040027_04BCF4_C0D5,Sentinel-1A,2021-10-08 10:58:26+00:00,ASCENDING,55,40027,VV+VH,4383.7,11.0
S1A_IW_SLC__1SDV_20211008T105851_20211008T105918_040027_04BCF4_4D82,Sentinel-1A,2021-10-08 10:58:51+00:00,ASCENDING,55,40027,VV+VH,4395.5,0.0
S1A_IW_SLC__1SDV_20211020T105827_20211020T105853_040202_04C30F_A34A,Sentinel-1A,2021-10-20 10:58:27+00:00,ASCENDING,55,40202,VV+VH,4402.9,11.0
S1A_IW_SLC__1SDV_20211020T105851_20211020T105918_040202_04C30F_A008,Sentinel-1A,2021-10-20 10:58:51+00:00,ASCENDING,55,40202,VV+VH,4426.8,0.0
S1A_IW_SLC__1SDV_20211101T105825_20211101T105853_040377_04C91D_6C22,Sentinel-1A,2021-11-01 10:58:25+00:00,ASCENDING,55,40377,VV+VH,4607.6,11.0
S1A_IW_SLC__1SDV_20211101T105851_20211101T105918_040377_04C91D_98D9,Sentinel-1A,2021-11-01 10:58:51+00:00,ASCENDING,55,40377,VV+VH,4462.5,0.0
S1A_IW_SLC__1SDV_20211113T105826_20211113T105853_040552_04CF38_1DE9,Sentinel-1A,2021-11-13 10:58:26+00:00,ASCENDING,55,40552,VV+VH,4360.8,11.0
S1A_IW_SLC__1SDV_20211113T105851_20211113T105918_040552_04CF38_8247,Sentinel-1A,2021-11-13 10:58:51+00:00,ASCENDING,55,40552,VV+VH,4373.5,0.0
S1A_IW_SLC__1SDV_20211125T105825_20211125T105853_040727_04D544_6A8E,Sentinel-1A,2021-11-25 10:58:25+00:00,ASCENDING,55,40727,VV+VH,4527.3,11.0
S1A_IW_SLC__1SDV_20211125T105850_20211125T105917_040727_04D544_176D,Sentinel-1A,2021-11-25 10:58:50+00:00,ASCENDING,55,40727,VV+VH,4386.6,0.0
S1A_IW_SLC__1SDV_20211207T105825_20211207T105852_040902_04DB5E_FC66,Sentinel-1A,2021-12-07 10:58:25+00:00,ASCENDING,55,40902,VV+VH,4344.2,11.0
S1A_IW_SLC__1SDV_20211207T105850_20211207T105917_040902_04DB5E_C7DD,Sentinel-1A,2021-12-07 10:58:50+00:00,ASCENDING,55,40902,VV+VH,4365.1,0.0
S1A_IW_SLC__1SDV_20211219T105824_20211219T105852_041077_04E146_F1A6,Sentinel-1A,2021-12-19 10:58:24+00:00,ASCENDING,55,41077,VV+VH,4512.5,11.0
S1A_IW_SLC__1SDV_20211219T105849_20211219T105916_041077_04E146_9489,Sentinel-1A,2021-12-19 10:58:49+00:00,ASCENDING,55,41077,VV+VH,4357.3,0.0
S1A_IW_SLC__1SDV_20211231T105824_20211231T105851_041252_04E710_5741,Sentinel-1A,2021-12-31 10:58:24+00:00,ASCENDING,55,41252,VV+VH,4338.1,11.0
S1A_IW_SLC__1SDV_20211231T105849_20211231T105916_041252_04E710_8BE4,Sentinel-1A,2021-12-31 10:58:49+00:00,ASCENDING,55,41252,VV+VH,4363.2,0.0
S1A_IW_SLC__1SDV_20220112T105824_20220112T105851_041427_04ED05_ACCD,Sentinel-1A,2022-01-12 10:58:24+00:00,ASCENDING,55,41427,VV+VH,4330.7,11.0
S1A_IW_SLC__1SDV_20220112T105848_20220112T105915_041427_04ED05_E8D7,Sentinel-1A,2022-01-12 10:58:48+00:00,ASCENDING,55,41427,VV+VH,4356.4,0.0
S1A_IW_SLC__1SDV_20220124T105823_20220124T105850_041602_04F2CF_9089,Sentinel-1A,2022-01-24 10:58:23+00:00,ASCENDING,55,41602,VV+VH,4381.9,11.0
S1A_IW_SLC__1SDV_20220124T105848_20220124T105915_041602_04F2CF_07C5,Sentinel-1A,2022-01-24 10:58:48+00:00,ASCENDING,55,41602,VV+VH,4393.9,0.0
S1A_IW_SLC__1SDV_20220205T105822_20220205T105849_041777_04F8CE_ACFC,Sentinel-1A,2022-02-05 10:58:22+00:00,ASCENDING,55,41777,VV+VH,4342.7,11.0
S1A_IW_SLC__1SDV_20220205T105847_20220205T105914_041777_04F8CE_C7BD,Sentinel-1A,2022-02-05 10:58:47+00:00,ASCENDING,55,41777,VV+VH,4356.9,0.0
S1A_IW_SLC__1SDV_20220217T105821_20220217T105849_041952_04FEE8_A69B,Sentinel-1A,2022-02-17 10:58:21+00:00,ASCENDING,55,41952,VV+VH,4589.4,11.0
S1A_IW_SLC__1SDV_20220217T105847_20220217T105914_041952_04FEE8_404C,Sentinel-1A,2022-02-17 10:58:47+00:00,ASCENDING,55,41952,VV+VH,4420.8,0.0
S1A_IW_SLC__1SDV_20220301T105822_20220301T105849_042127_0504E9_37E2,Sentinel-1A,2022-03-01 10:58:22+00:00,ASCENDING,55,42127,VV+VH,4341.2,11.0
S1A_IW_SLC__1SDV_20220301T105847_20220301T105901_042127_0504E9_752F,Sentinel-1A,2022-03-01 10:58:47+00:00,ASCENDING,55,42127,VV+VH,2109.8,0.0
S1A_IW_SLC__1SDV_20220313T105822_20220313T105849_042302_050ADC_4B77,Sentinel-1A,2022-03-13 10:58:22+00:00,ASCENDING,55,42302,VV+VH,4365.2,11.0
S1A_IW_SLC__1SDV_20220313T105847_20220313T105914_042302_050ADC_5CB5,Sentinel-1A,2022-03-13 10:58:47+00:00,ASCENDING,55,42302,VV+VH,4401.0,0.0
S1A_IW_SLC__1SDV_20220406T105823_20220406T105850_042652_0516BC_0FF9,Sentinel-1A,2022-04-06 10:58:23+00:00,ASCENDING,55,42652,VV+VH,4354.6,23.0
S1A_IW_SLC__1SDV_20220406T105848_20220406T105915_042652_0516BC_C107,Sentinel-1A,2022-04-06 10:58:48+00:00,ASCENDING,55,42652,VV+VH,4389.1,0.0
S1A_IW_SLC__1SDV_20220418T105823_20220418T105850_042827_051C99_7E06,Sentinel-1A,2022-04-18 10:58:23+00:00,ASCENDING,55,42827,VV+VH,4395.4,11.0
S1A_IW_SLC__1SDV_20220418T105848_20220418T105915_042827_051C99_217D,Sentinel-1A,2022-04-18 10:58:48+00:00,ASCENDING,55,42827,VV+VH,4399.7,0.0
S1A_IW_SLC__1SDV_20220430T105824_20220430T105851_043002_052258_6274,Sentinel-1A,2022-04-30 10:58:24+00:00,ASCENDING,55,43002,VV+VH,4396.9,11.0
S1A_IW_SLC__1SDV_20220430T105849_20220430T105916_043002_052258_E59C,Sentinel-1A,2022-04-30 10:58:49+00:00,ASCENDING,55,43002,VV+VH,4451.4,0.0
S1A_IW_SLC__1SDV_20220524T105825_20220524T105852_043352_052D4B_1007,Sentinel-1A,2022-05-24 10:58:25+00:00,ASCENDING,55,43352,VV+VH,4619.0,23.0
S1A_IW_SLC__1SDV_20220524T105850_20220524T105917_043352_052D4B_86CD,Sentinel-1A,2022-05-24 10:58:50+00:00,ASCENDING,55,43352,VV+VH,4637.7,0.0
S1A_IW_SLC__1SDV_20220617T105827_20220617T105854_043702_0537A8_B709,Sentinel-1A,2022-06-17 10:58:27+00:00,ASCENDING,55,43702,VV+VH,4550.1,23.0
S1A_IW_SLC__1SDV_20220617T105852_20220617T105919_043702_0537A8_5BC3,Sentinel-1A,2022-06-17 10:58:52+00:00,ASCENDING,55,43702,VV+VH,4560.0,0.0
S1A_IW_SLC__1SDV_20220629T105828_20220629T105855_043877_053CEB_1C75,Sentinel-1A,2022-06-29 10:58:28+00:00,ASCENDING,55,43877,VV+VH,4561.2,11.0
S1A_IW_SLC__1SDV_20220629T105853_20220629T105920_043877_053CEB_B492,Sentinel-1A,2022-06-29 10:58:53+00:00,ASCENDING,55,43877,VV+VH,4594.4,0.0
S1A_IW_SLC__1SDV_20220711T105829_20220711T105855_044052_05421A_2D15,Sentinel-1A,2022-07-11 10:58:29+00:00,ASCENDING,55,44052,VV+VH,4583.3,11.0
S1A_IW_SLC__1SDV_20220711T105853_20220711T105920_044052_05421A_8122,Sentinel-1A,2022-07-11 10:58:53+00:00,ASCENDING,55,44052,VV+VH,4588.0,0.0
S1A_IW_SLC__1SDV_20220723T105829_20220723T105856_044227_054754_CDF6,Sentinel-1A,2022-07-23 10:58:29+00:00,ASCENDING,55,44227,VV+VH,4556.5,11.0
S1A_IW_SLC__1SDV_20220723T105854_20220723T105921_044227_054754_DF2A,Sentinel-1A,2022-07-23 10:58:54+00:00,ASCENDING,55,44227,VV+VH,4578.2,0.0
S1A_IW_SLC__1SDV_20220804T105830_20220804T105857_044402_054C7B_B097,Sentinel-1A,2022-08-04 10:58:30+00:00,ASCENDING,55,44402,VV+VH,4573.5,11.0
S1A_IW_SLC__1SDV_20220804T105855_20220804T105922_044402_054C7B_0F29,Sentinel-1A,2022-08-04 10:58:55+00:00,ASCENDING,55,44402,VV+VH,4576.6,0.0
S1A_IW_SLC__1SDV_20220816T105831_20220816T105858_044577_055208_C4A0,Sentinel-1A,2022-08-16 10:58:31+00:00,ASCENDING,55,44577,VV+VH,4520.6,11.0
S1A_IW_SLC__1SDV_20220816T105856_20220816T105923_044577_055208_F1A3,Sentinel-1A,2022-08-16 10:58:56+00:00,ASCENDING,55,44577,VV+VH,4541.6,0.0
S1A_IW_SLC__1SDV_20220828T105831_20220828T105858_044752_0557F3_2A7A,Sentinel-1A,2022-08-28 10:58:31+00:00,ASCENDING,55,44752,VV+VH,4538.5,11.0
S1A_IW_SLC__1SDV_20220828T105856_20220828T105923_044752_0557F3_38DE,Sentinel-1A,2022-08-28 10:58:56+00:00,ASCENDING,55,44752,VV+VH,4554.9,0.0
S1A_IW_SLC__1SDV_20220909T105832_20220909T105859_044927_055DD1_0299,Sentinel-1A,2022-09-09 10:58:32+00:00,ASCENDING,55,44927,VV+VH,4597.4,11.0
S1A_IW_SLC__1SDV_20220909T105857_20220909T105924_044927_055DD1_BCFB,Sentinel-1A,2022-09-09 10:58:57+00:00,ASCENDING,55,44927,VV+VH,4622.2,0.0
S1A_IW_SLC__1SDV_20220921T105831_20220921T105858_045102_0563BB_CCFC,Sentinel-1A,2022-09-21 10:58:31+00:00,ASCENDING,55,45102,VV+VH,4553.9,11.0
S1A_IW_SLC__1SDV_20220921T105856_20220921T105923_045102_0563BB_4F90,Sentinel-1A,2022-09-21 10:58:56+00:00,ASCENDING,55,45102,VV+VH,4552.4,0.0
S1A_IW_SLC__1SDV_20221003T105832_20221003T105859_045277_05699A_3DA2,Sentinel-1A,2022-10-03 10:58:32+00:00,ASCENDING,55,45277,VV+VH,4540.8,11.0
S1A_IW_SLC__1SDV_20221003T105857_20221003T105924_045277_05699A_40D2,Sentinel-1A,2022-10-03 10:58:57+00:00,ASCENDING,55,45277,VV+VH,4555.3,0.0
S1A_IW_SLC__1SDV_20221015T105832_20221015T105859_045452_056F76_0DCA,Sentinel-1A,2022-10-15 10:58:32+00:00,ASCENDING,55,45452,VV+VH,4495.8,11.0
S1A_IW_SLC__1SDV_20221015T105857_20221015T105924_045452_056F76_C1BA,Sentinel-1A,2022-10-15 10:58:57+00:00,ASCENDING,55,45452,VV+VH,4515.2,0.0
S1A_IW_SLC__1SDV_20221027T105833_20221027T105859_045627_0574A3_AF21,Sentinel-1A,2022-10-27 10:58:33+00:00,ASCENDING,55,45627,VV+VH,4512.5,11.0
S1A_IW_SLC__1SDV_20221027T105857_20221027T105924_045627_0574A3_46A9,Sentinel-1A,2022-10-27 10:58:57+00:00,ASCENDING,55,45627,VV+VH,4532.1,0.0
S1A_IW_SLC__1SDV_20221108T105832_20221108T105859_045802_057A94_33E1,Sentinel-1A,2022-11-08 10:58:32+00:00,ASCENDING,55,45802,VV+VH,4485.7,11.0
S1A_IW_SLC__1SDV_20221108T105857_20221108T105924_045802_057A94_4123,Sentinel-1A,2022-11-08 10:58:57+00:00,ASCENDING,55,45802,VV+VH,4506.7,0.0
S1A_IW_SLC__1SDV_20221120T105832_20221120T105859_045977_058075_3073,Sentinel-1A,2022-11-20 10:58:32+00:00,ASCENDING,55,45977,VV+VH,4505.2,11.0
S1A_IW_SLC__1SDV_20221120T105857_20221120T105924_045977_058075_8ECF,Sentinel-1A,2022-11-20 10:58:57+00:00,ASCENDING,55,45977,VV+VH,4543.8,0.0
S1A_IW_SLC__1SDV_20221202T105830_20221202T105858_046152_05866A_083A,Sentinel-1A,2022-12-02 10:58:30+00:00,ASCENDING,55,46152,VV+VH,4652.9,11.0
S1A_IW_SLC__1SDV_20221202T105856_20221202T105923_046152_05866A_A4BA,Sentinel-1A,2022-12-02 10:58:56+00:00,ASCENDING,55,46152,VV+VH,4477.6,0.0
S1A_IW_SLC__1SDV_20221214T105831_20221214T105858_046327_058C68_0D99,Sentinel-1A,2022-12-14 10:58:31+00:00,ASCENDING,55,46327,VV+VH,4465.8,11.0
S1A_IW_SLC__1SDV_20221214T105855_20221214T105922_046327_058C68_4784,Sentinel-1A,2022-12-14 10:58:55+00:00,ASCENDING,55,46327,VV+VH,4478.6,0.0
S1A_IW_SLC__1SDV_20221226T105829_20221226T105857_046502_05925E_38BB,Sentinel-1A,2022-12-26 10:58:29+00:00,ASCENDING,55,46502,VV+VH,4639.0,11.0
S1A_IW_SLC__1SDV_20221226T105855_20221226T105922_046502_05925E_FB6D,Sentinel-1A,2022-12-26 10:58:55+00:00,ASCENDING,55,46502,VV+VH,4491.0,0.0
S1A_IW_SLC__1SDV_20230107T105829_20230107T105856_046677_05983D_2CB6,Sentinel-1A,2023-01-07 10:58:29+00:00,ASCENDING,55,46677,VV+VH,4660.7,11.0
S1A_IW_SLC__1SDV_20230107T105854_20230107T105921_046677_05983D_0636,Sentinel-1A,2023-01-07 10:58:54+00:00,ASCENDING,55,46677,VV+VH,4508.9,0.0
S1A_IW_SLC__1SDV_20230119T105828_20230119T105855_046852_059E26_C47A,Sentinel-1A,2023-01-19 10:58:28+00:00,ASCENDING,55,46852,VV+VH,4638.6,11.0
S1A_IW_SLC__1SDV_20230119T105853_20230119T105920_046852_059E26_B64E,Sentinel-1A,2023-01-19 10:58:53+00:00,ASCENDING,55,46852,VV+VH,4485.2,0.0
S1A_IW_SLC__1SDV_20230131T105828_20230131T105856_047027_05A40C_1625,Sentinel-1A,2023-01-31 10:58:28+00:00,ASCENDING,55,47027,VV+VH,4653.2,11.0
S1A_IW_SLC__1SDV_20230131T105854_20230131T105921_047027_05A40C_D101,Sentinel-1A,2023-01-31 10:58:54+00:00,ASCENDING,55,47027,VV+VH,4515.8,0.0
S1A_IW_SLC__1SDV_20230212T105827_20230212T105855_047202_05A9E5_E458,Sentinel-1A,2023-02-12 10:58:27+00:00,ASCENDING,55,47202,VV+VH,4720.6,11.0
S1A_IW_SLC__1SDV_20230212T105853_20230212T105920_047202_05A9E5_212B,Sentinel-1A,2023-02-12 10:58:53+00:00,ASCENDING,55,47202,VV+VH,4566.9,0.0
S1A_IW_SLC__1SDV_20230224T105828_20230224T105855_047377_05AFD7_6502,Sentinel-1A,2023-02-24 10:58:28+00:00,ASCENDING,55,47377,VV+VH,4496.9,11.0
S1A_IW_SLC__1SDV_20230224T105853_20230224T105920_047377_05AFD7_B73B,Sentinel-1A,2023-02-24 10:58:53+00:00,ASCENDING,55,47377,VV+VH,4523.5,0.0
S1A_IW_SLC__1SDV_20230308T105828_20230308T105855_047552_05B5C4_77CE,Sentinel-1A,2023-03-08 10:58:28+00:00,ASCENDING,55,47552,VV+VH,4505.7,11.0
S1A_IW_SLC__1SDV_20230308T105853_20230308T105920_047552_05B5C4_EC3A,Sentinel-1A,2023-03-08 10:58:53+00:00,ASCENDING,55,47552,VV+VH,4535.9,0.0
S1A_IW_SLC__1SDV_20230320T105828_20230320T105855_047727_05BBB0_B191,Sentinel-1A,2023-03-20 10:58:28+00:00,ASCENDING,55,47727,VV+VH,4513.7,11.0
S1A_IW_SLC__1SDV_20230320T105853_20230320T105920_047727_05BBB0_594C,Sentinel-1A,2023-03-20 10:58:53+00:00,ASCENDING,55,47727,VV+VH,4546.9,0.0
S1A_IW_SLC__1SDV_20230401T105829_20230401T105856_047902_05C189_A60E,Sentinel-1A,2023-04-01 10:58:29+00:00,ASCENDING,55,47902,VV+VH,4544.1,11.0
S1A_IW_SLC__1SDV_20230401T105853_20230401T105920_047902_05C189_008B,Sentinel-1A,2023-04-01 10:58:53+00:00,ASCENDING,55,47902,VV+VH,4515.7,0.0
S1A_IW_SLC__1SDV_20230413T105829_20230413T105856_048077_05C779_1826,Sentinel-1A,2023-04-13 10:58:29+00:00,ASCENDING,55,48077,VV+VH,4543.4,11.0
S1A_IW_SLC__1SDV_20230413T105854_20230413T105921_048077_05C779_38B3,Sentinel-1A,2023-04-13 10:58:54+00:00,ASCENDING,55,48077,VV+VH,4559.2,0.0
S1A_IW_SLC__1SDV_20230425T105829_20230425T105856_048252_05CD57_A9F0,Sentinel-1A,2023-04-25 10:58:29+00:00,ASCENDING,55,48252,VV+VH,4499.6,11.0
S1A_IW_SLC__1SDV_20230425T105854_20230425T105921_048252_05CD57_4317,Sentinel-1A,2023-04-25 10:58:54+00:00,ASCENDING,55,48252,VV+VH,4512.1,0.0
S1A_IW_SLC__1SDV_20230507T105830_20230507T105857_048427_05D334_FF65,Sentinel-1A,2023-05-07 10:58:30+00:00,ASCENDING,55,48427,VV+VH,4523.7,11.0
S1A_IW_SLC__1SDV_20230507T105855_20230507T105922_048427_05D334_D914,Sentinel-1A,2023-05-07 10:58:55+00:00,ASCENDING,55,48427,VV+VH,4551.0,0.0
S1A_IW_SLC__1SDV_20230519T105831_20230519T105858_048602_05D871_381D,Sentinel-1A,2023-05-19 10:58:31+00:00,ASCENDING,55,48602,VV+VH,4543.1,11.0
S1A_IW_SLC__1SDV_20230519T105855_20230519T105922_048602_05D871_7014,Sentinel-1A,2023-05-19 10:58:55+00:00,ASCENDING,55,48602,VV+VH,4579.0,0.0
S1A_IW_SLC__1SDV_20230531T105831_20230531T105858_048777_05DDB2_4BF0,Sentinel-1A,2023-05-31 10:58:31+00:00,ASCENDING,55,48777,VV+VH,4551.9,11.0
S1A_IW_SLC__1SDV_20230531T105856_20230531T105923_048777_05DDB2_3437,Sentinel-1A,2023-05-31 10:58:56+00:00,ASCENDING,55,48777,VV+VH,4575.4,0.0
S1A_IW_SLC__1SDV_20230811T105831_20230811T105903_049827_05FE07_5F6B,Sentinel-1A,2023-08-11 10:58:31+00:00,ASCENDING,55,49827,VV+VH,5492.1,71.0
S1A_IW_SLC__1SDV_20230823T105836_20230823T105903_050002_0603FB_FF04,Sentinel-1A,2023-08-23 10:58:36+00:00,ASCENDING,55,50002,VV+VH,4560.4,12.0
S1A_IW_SLC__1SDV_20230823T105901_20230823T105928_050002_0603FB_80E6,Sentinel-1A,2023-08-23 10:59:01+00:00,ASCENDING,55,50002,VV+VH,4584.8,0.0
S1A_IW_SLC__1SDV_20230904T105837_20230904T105904_050177_060A03_4811,Sentinel-1A,2023-09-04 10:58:37+00:00,ASCENDING,55,50177,VV+VH,4549.5,11.0
S1A_IW_SLC__1SDV_20230904T105901_20230904T105928_050177_060A03_B22C,Sentinel-1A,2023-09-04 10:59:01+00:00,ASCENDING,55,50177,VV+VH,4581.4,0.0
S1A_IW_SLC__1SDV_20230916T105837_20230916T105904_050352_060FEC_C1BD,Sentinel-1A,2023-09-16 10:58:37+00:00,ASCENDING,55,50352,VV+VH,4581.1,11.0
S1A_IW_SLC__1SDV_20230916T105902_20230916T105929_050352_060FEC_F649,Sentinel-1A,2023-09-16 10:59:02+00:00,ASCENDING,55,50352,VV+VH,4596.0,0.0
S1A_IW_SLC__1SDV_20230928T105837_20230928T105904_050527_0615E8_202E,Sentinel-1A,2023-09-28 10:58:37+00:00,ASCENDING,55,50527,VV+VH,7337.1,11.0
S1A_IW_SLC__1SDV_20230928T105902_20230928T105929_050527_0615E8_3DE6,Sentinel-1A,2023-09-28 10:59:02+00:00,ASCENDING,55,50527,VV+VH,7337.9,0.0
S1A_IW_SLC__1SDV_20231010T105837_20231010T105904_050702_061BEB_E4CC,Sentinel-1A,2023-10-10 10:58:37+00:00,ASCENDING,55,50702,VV+VH,7218.8,11.0
S1A_IW_SLC__1SDV_20231010T105902_20231010T105929_050702_061BEB_5931,Sentinel-1A,2023-10-10 10:59:02+00:00,ASCENDING,55,50702,VV+VH,7219.4,0.0
S1A_IW_SLC__1SDV_20231022T105838_20231022T105904_050877_0621DE_0549,Sentinel-1A,2023-10-22 10:58:38+00:00,ASCENDING,55,50877,VV+VH,7337.0,11.0
S1A_IW_SLC__1SDV_20231022T105902_20231022T105929_050877_0621DE_2EF3,Sentinel-1A,2023-10-22 10:59:02+00:00,ASCENDING,55,50877,VV+VH,7337.7,0.0
S1A_IW_SLC__1SDV_20231103T105837_20231103T105904_051052_0627E1_6FBC,Sentinel-1A,2023-11-03 10:58:37+00:00,ASCENDING,55,51052,VV+VH,7336.9,11.0
S1A_IW_SLC__1SDV_20231103T105902_20231103T105929_051052_0627E1_32F0,Sentinel-1A,2023-11-03 10:59:02+00:00,ASCENDING,55,51052,VV+VH,7337.5,0.0
S1A_IW_SLC__1SDV_20231115T105837_20231115T105904_051227_062DED_C471,Sentinel-1A,2023-11-15 10:58:37+00:00,ASCENDING,55,51227,VV+VH,7337.0,11.0
S1A_IW_SLC__1SDV_20231115T105902_20231115T105929_051227_062DED_CFC1,Sentinel-1A,2023-11-15 10:59:02+00:00,ASCENDING,55,51227,VV+VH,7337.6,0.0
S1A_IW_SLC__1SDV_20231127T105835_20231127T105903_051402_0633F6_E993,Sentinel-1A,2023-11-27 10:58:35+00:00,ASCENDING,55,51402,VV+VH,7627.1,11.0
S1A_IW_SLC__1SDV_20231127T105901_20231127T105928_051402_0633F6_DADB,Sentinel-1A,2023-11-27 10:59:01+00:00,ASCENDING,55,51402,VV+VH,7337.5,0.0
S1A_IW_SLC__1SDV_20231209T105836_20231209T105903_051577_063A04_ABA0,Sentinel-1A,2023-12-09 10:58:36+00:00,ASCENDING,55,51577,VV+VH,7499.7,11.0
S1A_IW_SLC__1SDV_20231209T105901_20231209T105928_051577_063A04_4E85,Sentinel-1A,2023-12-09 10:59:01+00:00,ASCENDING,55,51577,VV+VH,7500.4,0.0
S1A_IW_SLC__1SDV_20231221T105835_20231221T105902_051752_06401E_656A,Sentinel-1A,2023-12-21 10:58:35+00:00,ASCENDING,55,51752,VV+VH,7337.0,11.0
S1A_IW_SLC__1SDV_20231221T105900_20231221T105927_051752_06401E_4855,Sentinel-1A,2023-12-21 10:59:00+00:00,ASCENDING,55,51752,VV+VH,7337.5,0.0
S1A_IW_SLC__1SDV_20240102T105833_20240102T105901_051927_06461A_17FD,Sentinel-1A,2024-01-02 10:58:33+00:00,ASCENDING,55,51927,VV+VH,7627.2,11.0
