scene_id,platform,acquisition_date,orbit_pass,relative_orbit,absolute_orbit,polarization,size_mb,gap_days
S1A_IW_SLC__1SSV_20170119T110559_20170119T110629_014900_0184F8_2320,Sentinel-1A,2017-01-19 11:05:59+00:00,ASCENDING,128,14900,VV,2669.0,23.0
S1A_IW_SLC__1SDV_20170224T110558_20170224T110628_015425_01951C_5991,Sentinel-1A,2017-02-24 11:05:58+00:00,ASCENDING,128,15425,VV+VH,5015.5,35.0
S1A_IW_SLC__1SDV_20170308T110558_20170308T110626_015600_019A69_0D83,Sentinel-1A,2017-03-08 11:05:58+00:00,ASCENDING,128,15600,VV+VH,4737.3,12.0
S1A_IW_SLC__1SDV_20170308T110624_20170308T110651_015600_019A69_C0A7,Sentinel-1A,2017-03-08 11:06:24+00:00,ASCENDING,128,15600,VV+VH,4548.6,0.0
S1A_IW_SLC__1SDV_20170320T110617_20170320T110644_015775_019F9F_1B61,Sentinel-1A,2017-03-20 11:06:17+00:00,ASCENDING,128,15775,VV+VH,4607.0,11.0
S1A_IW_SLC__1SDV_20170401T110617_20170401T110644_015950_01A4D2_A9B6,Sentinel-1A,2017-04-01 11:06:17+00:00,ASCENDING,128,15950,VV+VH,4592.0,12.0
S1A_IW_SLC__1SDV_20170413T110618_20170413T110645_016125_01AA1F_EC6C,Sentinel-1A,2017-04-13 11:06:18+00:00,ASCENDING,128,16125,VV+VH,4579.3,12.0
S1A_IW_SLC__1SDV_20170425T110618_20170425T110645_016300_01AF7E_FBA1,Sentinel-1A,2017-04-25 11:06:18+00:00,ASCENDING,128,16300,VV+VH,4606.6,12.0
S1A_IW_SLC__1SDV_20170507T110619_20170507T110646_016475_01B4C9_DBC7,Sentinel-1A,2017-05-07 11:06:19+00:00,ASCENDING,128,16475,VV+VH,4591.9,12.0
S1A_IW_SLC__1SDV_20170519T110620_20170519T110647_016650_01BA25_CA7E,Sentinel-1A,2017-05-19 11:06:20+00:00,ASCENDING,128,16650,VV+VH,4672.0,12.0
S1A_IW_SLC__1SDV_20170531T110620_20170531T110647_016825_01BF8E_36D9,Sentinel-1A,2017-05-31 11:06:20+00:00,ASCENDING,128,16825,VV+VH,4613.0,12.0
S1A_IW_SLC__1SDV_20170612T110621_20170612T110648_017000_01C4F9_79FF,Sentinel-1A,2017-06-12 11:06:21+00:00,ASCENDING,128,17000,VV+VH,4641.9,12.0
S1A_IW_SLC__1SDV_20170624T110622_20170624T110649_017175_01CA50_3C00,Sentinel-1A,2017-06-24 11:06:22+00:00,ASCENDING,128,17175,VV+VH,4646.0,12.0
S1A_IW_SLC__1SDV_20170706T110622_20170706T110649_017350_01CF93_2107,Sentinel-1A,2017-07-06 11:06:22+00:00,ASCENDING,128,17350,VV+VH,4644.8,12.0
S1A_IW_SLC__1SDV_20170718T110623_20170718T110650_017525_01D4ED_91D8,Sentinel-1A,2017-07-18 11:06:23+00:00,ASCENDING,128,17525,VV+VH,4648.9,12.0
S1A_IW_SLC__1SDV_20170730T110624_20170730T110651_017700_01DA46_291A,Sentinel-1A,2017-07-30 11:06:24+00:00,ASCENDING,128,17700,VV+VH,4643.2,12.0
S1A_IW_SLC__1SDV_20170811T110625_20170811T110652_017875_01DF9A_1DBA,Sentinel-1A,2017-08-11 11:06:25+00:00,ASCENDING,128,17875,VV+VH,4644.9,12.0
S1A_IW_SLC__1SDV_20170823T110625_20170823T110652_018050_01E4EA_BC35,Sentinel-1A,2017-08-23 11:06:25+00:00,ASCENDING,128,18050,VV+VH,4659.3,12.0
S1A_IW_SLC__1SDV_20170904T110626_20170904T110653_018225_01EA34_AE93,Sentinel-1A,2017-09-04 11:06:26+00:00,ASCENDING,128,18225,VV+VH,4647.3,12.0
S1A_IW_SLC__1SDV_20170916T110626_20170916T110653_018400_01EFA8_42F9,Sentinel-1A,2017-09-16 11:06:26+00:00,ASCENDING,128,18400,VV+VH,4663.9,12.0
S1A_IW_SLC__1SDV_20170928T110626_20170928T110653_018575_01F4FE_254A,Sentinel-1A,2017-09-28 11:06:26+00:00,ASCENDING,128,18575,VV+VH,4641.6,12.0
S1A_IW_SLC__1SDV_20171010T110627_20171010T110654_018750_01FA53_54B8,Sentinel-1A,2017-10-10 11:06:27+00:00,ASCENDING,128,18750,VV+VH,4674.1,12.0
S1A_IW_SLC__1SDV_20171022T110627_20171022T110654_018925_01FFB6_E1E8,Sentinel-1A,2017-10-22 11:06:27+00:00,ASCENDING,128,18925,VV+VH,4635.7,12.0
S1A_IW_SLC__1SDV_20171103T110627_20171103T110654_019100_020508_999B,Sentinel-1A,2017-11-03 11:06:27+00:00,ASCENDING,128,19100,VV+VH,4614.3,12.0
S1A_IW_SLC__1SDV_20171115T110626_20171115T110653_019275_020A7E_0A50,Sentinel-1A,2017-11-15 11:06:26+00:00,ASCENDING,128,19275,VV+VH,4623.1,11.0
S1A_IW_SLC__1SDV_20171127T110626_20171127T110653_019450_021000_BCAE,Sentinel-1A,2017-11-27 11:06:26+00:00,ASCENDING,128,19450,VV+VH,4599.1,12.0
S1A_IW_SLC__1SDV_20171209T110626_20171209T110653_019625_021579_3734,Sentinel-1A,2017-12-09 11:06:26+00:00,ASCENDING,128,19625,VV+VH,4590.3,12.0
S1A_IW_SLC__1SDV_20171221T110625_20171221T110652_019800_021AE4_EEB0,Sentinel-1A,2017-12-21 11:06:25+00:00,ASCENDING,128,19800,VV+VH,4575.8,11.0
S1A_IW_SLC__1SDV_20180102T110625_20180102T110652_019975_022063_FD77,Sentinel-1A,2018-01-02 11:06:25+00:00,ASCENDING,128,19975,VV+VH,4625.8,12.0
S1A_IW_SLC__1SDV_20180114T110624_20180114T110651_020150_0225E9_F048,Sentinel-1A,2018-01-14 11:06:24+00:00,ASCENDING,128,20150,VV+VH,4579.7,11.0
S1A_IW_SLC__1SDV_20180126T110624_20180126T110651_020325_022B73_4D4F,Sentinel-1A,2018-01-26 11:06:24+00:00,ASCENDING,128,20325,VV+VH,4615.5,12.0
S1A_IW_SLC__1SDV_20180207T110624_20180207T110651_020500_02310C_B721,Sentinel-1A,2018-02-07 11:06:24+00:00,ASCENDING,128,20500,VV+VH,4559.4,12.0
S1A_IW_SLC__1SDV_20180219T110623_20180219T110650_020675_0236A0_7017,Sentinel-1A,2018-02-19 11:06:23+00:00,ASCENDING,128,20675,VV+VH,4603.7,11.0
S1A_IW_SLC__1SDV_20180303T110623_20180303T110650_020850_023C2C_8070,Sentinel-1A,2018-03-03 11:06:23+00:00,ASCENDING,128,20850,VV+VH,4604.0,12.0
S1A_IW_SLC__1SDV_20180315T110624_20180315T110651_021025_0241B8_069E,Sentinel-1A,2018-03-15 11:06:24+00:00,ASCENDING,128,21025,VV+VH,4593.3,12.0
S1A_IW_SLC__1SDV_20180327T110624_20180327T110651_021200_024748_DD47,Sentinel-1A,2018-03-27 11:06:24+00:00,ASCENDING,128,21200,VV+VH,4616.9,12.0
S1A_IW_SLC__1SDV_20180408T110624_20180408T110651_021375_024CC1_0652,Sentinel-1A,2018-04-08 11:06:24+00:00,ASCENDING,128,21375,VV+VH,4581.4,12.0
S1A_IW_SLC__1SDV_20180420T110625_20180420T110652_021550_025236_21E6,Sentinel-1A,2018-04-20 11:06:25+00:00,ASCENDING,128,21550,VV+VH,4604.5,12.0
S1A_IW_SLC__1SDV_20180502T110625_20180502T110652_021725_0257B8_778A,Sentinel-1A,2018-05-02 11:06:25+00:00,ASCENDING,128,21725,VV+VH,4675.4,12.0
S1A_IW_SLC__1SDV_20180514T110626_20180514T110653_021900_025D56_1E34,Sentinel-1A,2018-05-14 11:06:26+00:00,ASCENDING,128,21900,VV+VH,4627.4,12.0
S1A_IW_SLC__1SDV_20180526T110627_20180526T110653_022075_0262DC_B68F,Sentinel-1A,2018-05-26 11:06:27+00:00,ASCENDING,128,22075,VV+VH,4621.2,12.0
S1A_IW_SLC__1SDV_20180607T110627_20180607T110654_022250_02685C_4A2A,Sentinel-1A,2018-06-07 11:06:27+00:00,ASCENDING,128,22250,VV+VH,4630.7,12.0
S1A_IW_SLC__1SDV_20180619T110628_20180619T110655_022425_026DBF_7902,Sentinel-1A,2018-06-19 11:06:28+00:00,ASCENDING,128,22425,VV+VH,4638.4,12.0
S1A_IW_SLC__1SDV_20180701T110629_20180701T110656_022600_0272D8_DD6D,Sentinel-1A,2018-07-01 11:06:29+00:00,ASCENDING,128,22600,VV+VH,4637.0,12.0
S1A_IW_SLC__1SDV_20180713T110629_20180713T110656_022775_02780D_E16D,Sentinel-1A,2018-07-13 11:06:29+00:00,ASCENDING,128,22775,VV+VH,4634.7,12.0
S1A_IW_SLC__1SDV_20180725T110630_20180725T110657_022950_027D94_0561,Sentinel-1A,2018-07-25 11:06:30+00:00,ASCENDING,128,22950,VV+VH,4650.4,12.0
S1A_IW_SLC__1SDV_20180806T110631_20180806T110658_023125_028306_298F,Sentinel-1A,2018-08-06 11:06:31+00:00,ASCENDING,128,23125,VV+VH,4642.1,12.0
S1A_IW_SLC__1SDV_20180818T110632_20180818T110658_023300_0288B3_D6D8,Sentinel-1A,2018-08-18 11:06:32+00:00,ASCENDING,128,23300,VV+VH,4640.2,12.0
S1B_IW_SLC__1SDV_20180824T110546_20180824T110618_012404_016DEB_599F,Sentinel-1B,2018-08-24 11:05:46+00:00,ASCENDING,128,12404,VV+VH,5490.2,5.0
S1A_IW_SLC__1SDV_20180830T110632_20180830T110659_023475_028E3F_011F,Sentinel-1A,2018-08-30 11:06:32+00:00,ASCENDING,128,23475,VV+VH,4660.3,6.0
S1A_IW_SLC__1SDV_20180911T110633_20180911T110700_023650_0293DC_924D,Sentinel-1A,2018-09-11 11:06:33+00:00,ASCENDING,128,23650,VV+VH,4622.1,12.0
S1A_IW_SLC__1SDV_20180923T110633_20180923T110700_023825_02998E_9E3E,Sentinel-1A,2018-09-23 11:06:33+00:00,ASCENDING,128,23825,VV+VH,4626.7,12.0
S1A_IW_SLC__1SDV_20181005T110633_20181005T110700_024000_029F46_2B2D,Sentinel-1A,2018-10-05 11:06:33+00:00,ASCENDING,128,24000,VV+VH,4613.1,12.0
S1A_IW_SLC__1SDV_20181017T110633_20181017T110700_024175_02A4FE_19E8,Sentinel-1A,2018-10-17 11:06:33+00:00,ASCENDING,128,24175,VV+VH,4640.4,12.0
S1A_IW_SLC__1SDV_20181029T110633_20181029T110700_024350_02AA9C_3E94,Sentinel-1A,2018-10-29 11:06:33+00:00,ASCENDING,128,24350,VV+VH,4642.5,12.0
S1A_IW_SLC__1SDV_20181110T110633_20181110T110700_024525_02B0E3_7090,Sentinel-1A,2018-11-10 11:06:33+00:00,ASCENDING,128,24525,VV+VH,4618.6,12.0
S1A_IW_SLC__1SDV_20181122T110633_20181122T110700_024700_02B754_1321,Sentinel-1A,2018-11-22 11:06:33+00:00,ASCENDING,128,24700,VV+VH,4596.5,12.0
S1A_IW_SLC__1SDV_20181204T110633_20181204T110700_024875_02BD4E_9E16,Sentinel-1A,2018-12-04 11:06:33+00:00,ASCENDING,128,24875,VV+VH,4616.4,12.0
S1A_IW_SLC__1SDV_20181216T110632_20181216T110659_025050_02C38F_10EE,Sentinel-1A,2018-12-16 11:06:32+00:00,ASCENDING,128,25050,VV+VH,4594.3,11.0
S1A_IW_SLC__1SDV_20181228T110632_20181228T110659_025225_02C9EA_CE39,Sentinel-1A,2018-12-28 11:06:32+00:00,ASCENDING,128,25225,VV+VH,4595.8,12.0
S1A_IW_SLC__1SDV_20190109T110631_20190109T110658_025400_02D034_9BF8,Sentinel-1A,2019-01-09 11:06:31+00:00,ASCENDING,128,25400,VV+VH,4635.3,11.0
S1A_IW_SLC__1SDV_20190121T110631_20190121T110658_025575_02D693_9F37,Sentinel-1A,2019-01-21 11:06:31+00:00,ASCENDING,128,25575,VV+VH,4601.3,12.0
S1A_IW_SLC__1SDV_20190202T110630_20190202T110657_025750_02DCF5_A90C,Sentinel-1A,2019-02-02 11:06:30+00:00,ASCENDING,128,25750,VV+VH,4602.3,11.0
S1A_IW_SLC__1SDV_20190214T110630_20190214T110657_025925_02E324_9A2C,Sentinel-1A,2019-02-14 11:06:30+00:00,ASCENDING,128,25925,VV+VH,4609.6,12.0
S1A_IW_SLC__1SDV_20190226T110630_20190226T110657_026100_02E96C_EEB2,Sentinel-1A,2019-02-26 11:06:30+00:00,ASCENDING,128,26100,VV+VH,4593.8,12.0
S1A_IW_SLC__1SDV_20190310T110630_20190310T110657_026275_02EFBA_6A48,Sentinel-1A,2019-03-10 11:06:30+00:00,ASCENDING,128,26275,VV+VH,4602.7,12.0
S1A_IW_SLC__1SDV_20190322T110630_20190322T110657_026450_02F629_915D,Sentinel-1A,2019-03-22 11:06:30+00:00,ASCENDING,128,26450,VV+VH,4609.9,12.0
S1A_IW_SLC__1SDV_20190403T110630_20190403T110657_026625_02FCA5_6609,Sentinel-1A,2019-04-03 11:06:30+00:00,ASCENDING,128,26625,VV+VH,4625.9,12.0
S1A_IW_SLC__1SDV_20190415T110631_20190415T110658_026800_030303_54C7,Sentinel-1A,2019-04-15 11:06:31+00:00,ASCENDING,128,26800,VV+VH,4640.8,12.0
S1A_IW_SLC__1SDV_20190427T110631_20190427T110658_026975_030954_A85C,Sentinel-1A,2019-04-27 11:06:31+00:00,ASCENDING,128,26975,VV+VH,4593.0,12.0
S1A_IW_SLC__1SDV_20190509T110632_20190509T110659_027150_030F7D_409A,Sentinel-1A,2019-05-09 11:06:32+00:00,ASCENDING,128,27150,VV+VH,4623.4,12.0
S1A_IW_SLC__1SDV_20190521T110632_20190521T110659_027325_0314F7_4C42,Sentinel-1A,2019-05-21 11:06:32+00:00,ASCENDING,128,27325,VV+VH,4604.3,12.0
S1A_IW_SLC__1SDV_20190602T110633_20190602T110700_027500_031A67_43F8,Sentinel-1A,2019-06-02 11:06:33+00:00,ASCENDING,128,27500,VV+VH,4633.7,12.0
S1A_IW_SLC__1SDV_20190614T110633_20190614T110700_027675_031FB3_9942,Sentinel-1A,2019-06-14 11:06:33+00:00,ASCENDING,128,27675,VV+VH,4636.3,12.0
S1A_IW_SLC__1SDV_20190626T110634_20190626T110701_027850_0324ED_C4E0,Sentinel-1A,2019-06-26 11:06:34+00:00,ASCENDING,128,27850,VV+VH,4633.7,12.0
S1A_IW_SLC__1SDV_20190708T110635_20190708T110702_028025_032A40_A99A,Sentinel-1A,2019-07-08 11:06:35+00:00,ASCENDING,128,28025,VV+VH,4638.7,12.0
S1A_IW_SLC__1SDV_20190720T110636_20190720T110703_028200_032F86_3DDD,Sentinel-1A,2019-07-20 11:06:36+00:00,ASCENDING,128,28200,VV+VH,4635.1,12.0
S1A_IW_SLC__1SDV_20190801T110637_20190801T110703_028375_0334DE_8A66,Sentinel-1A,2019-08-01 11:06:37+00:00,ASCENDING,128,28375,VV+VH,4654.8,12.0
S1A_IW_SLC__1SDV_20190813T110638_20190813T110705_028550_033A8E_0406,Sentinel-1A,2019-08-13 11:06:38+00:00,ASCENDING,128,28550,VV+VH,4631.6,12.0
S1A_IW_SLC__1SDV_20190825T110638_20190825T110705_028725_034098_A9BF,Sentinel-1A,2019-08-25 11:06:38+00:00,ASCENDING,128,28725,VV+VH,4624.2,12.0
S1A_IW_SLC__1SDV_20190906T110639_20190906T110706_028900_0346B3_7A37,Sentinel-1A,2019-09-06 11:06:39+00:00,ASCENDING,128,28900,VV+VH,4625.2,12.0
S1A_IW_SLC__1SDV_20190918T110639_20190918T110706_029075_034CC1_ABED,Sentinel-1A,2019-09-18 11:06:39+00:00,ASCENDING,128,29075,VV+VH,4643.1,12.0
S1A_IW_SLC__1SDV_20190930T110640_20190930T110707_029250_0352C9_162B,Sentinel-1A,2019-09-30 11:06:40+00:00,ASCENDING,128,29250,VV+VH,4613.5,12.0
S1A_IW_SLC__1SDV_20191012T110640_20191012T110707_029425_0358CA_9C1C,Sentinel-1A,2019-10-12 11:06:40+00:00,ASCENDING,128,29425,VV+VH,4659.8,12.0
S1A_IW_SLC__1SDV_20191024T110640_20191024T110706_029600_035ECB_48F5,Sentinel-1A,2019-10-24 11:06:40+00:00,ASCENDING,128,29600,VV+VH,4631.9,12.0
S1A_IW_SLC__1SDV_20191105T110640_20191105T110707_029775_0364EE_9DCE,Sentinel-1A,2019-11-05 11:06:40+00:00,ASCENDING,128,29775,VV+VH,4608.4,12.0
S1A_IW_SLC__1SDV_20191117T110640_20191117T110706_029950_036B11_A96D,Sentinel-1A,2019-11-17 11:06:40+00:00,ASCENDING,128,29950,VV+VH,4610.7,12.0
S1A_IW_SLC__1SDV_20191129T110639_20191129T110706_030125_037122_13A2,Sentinel-1A,2019-11-29 11:06:39+00:00,ASCENDING,128,30125,VV+VH,4573.7,11.0
S1A_IW_SLC__1SDV_20191211T110639_20191211T110706_030300_037728_0886,Sentinel-1A,2019-12-11 11:06:39+00:00,ASCENDING,128,30300,VV+VH,4548.2,12.0
S1A_IW_SLC__1SDV_20191223T110638_20191223T110705_030475_037D34_1C1C,Sentinel-1A,2019-12-23 11:06:38+00:00,ASCENDING,128,30475,VV+VH,4580.5,11.0
S1A_IW_SLC__1SDV_20200104T110638_20200104T110705_030650_03833D_6509,Sentinel-1A,2020-01-04 11:06:38+00:00,ASCENDING,128,30650,VV+VH,4588.1,12.0
S1A_IW_SLC__1SDV_20200116T110637_20200116T110704_030825_03895B_1281,Sentinel-1A,2020-01-16 11:06:37+00:00,ASCENDING,128,30825,VV+VH,4574.0,11.0
S1A_IW_SLC__1SDV_20200128T110637_20200128T110704_031000_038F86_1497,Sentinel-1A,2020-01-28 11:06:37+00:00,ASCENDING,128,31000,VV+VH,4552.8,12.0
S1A_IW_SLC__1SDV_20200209T110636_20200209T110703_031175_03959E_E6A9,Sentinel-1A,2020-02-09 11:06:36+00:00,ASCENDING,128,31175,VV+VH,4615.2,11.0
S1A_IW_SLC__1SDV_20200221T110636_20200221T110703_031350_039BA2_26BC,Sentinel-1A,2020-02-21 11:06:36+00:00,ASCENDING,128,31350,VV+VH,4597.1,12.0
S1A_IW_SLC__1SDV_20200304T110636_20200304T110703_031525_03A1B2_70DB,Sentinel-1A,2020-03-04 11:06:36+00:00,ASCENDING,128,31525,VV+VH,4610.7,12.0
S1A_IW_SLC__1SDV_20200316T110636_20200316T110703_031700_03A7C0_DC24,Sentinel-1A,2020-03-16 11:06:36+00:00,ASCENDING,128,31700,VV+VH,4611.9,12.0
S1A_IW_SLC__1SDV_20200328T110637_20200328T110703_031875_03ADE8_6FD8,Sentinel-1A,2020-03-28 11:06:37+00:00,ASCENDING,128,31875,VV+VH,4618.9,12.0
S1A_IW_SLC__1SDV_20200409T110637_20200409T110704_032050_03B419_B206,Sentinel-1A,2020-04-09 11:06:37+00:00,ASCENDING,128,32050,VV+VH,4607.8,12.0
S1A_IW_SLC__1SDV_20200421T110637_20200421T110704_032225_03BA3D_01DC,Sentinel-1A,2020-04-21 11:06:37+00:00,ASCENDING,128,32225,VV+VH,4611.3,12.0
S1A_IW_SLC__1SDV_20200503T110638_20200503T110705_032400_03C066_231E,Sentinel-1A,2020-05-03 11:06:38+00:00,ASCENDING,128,32400,VV+VH,4614.4,12.0
S1A_IW_SLC__1SDV_20200515T110639_20200515T110706_032575_03C5E7_8229,Sentinel-1A,2020-05-15 11:06:39+00:00,ASCENDING,128,32575,VV+VH,4612.0,12.0
S1A_IW_SLC__1SDV_20200527T110639_20200527T110706_032750_03CB35_4E42,Sentinel-1A,2020-05-27 11:06:39+00:00,ASCENDING,128,32750,VV+VH,4623.3,12.0
S1A_IW_SLC__1SDV_20200608T110640_20200608T110707_032925_03D05D_7628,Sentinel-1A,2020-06-08 11:06:40+00:00,ASCENDING,128,32925,VV+VH,4628.1,12.0
S1A_IW_SLC__1SDV_20200620T110641_20200620T110708_033100_03D5AA_F35D,Sentinel-1A,2020-06-20 11:06:41+00:00,ASCENDING,128,33100,VV+VH,4615.5,12.0
S1A_IW_SLC__1SDV_20200702T110641_20200702T110708_033275_03DAF7_3BA2,Sentinel-1A,2020-07-02 11:06:41+00:00,ASCENDING,128,33275,VV+VH,4621.9,12.0
S1A_IW_SLC__1SDV_20200714T110642_20200714T110709_033450_03E04E_A8A0,Sentinel-1A,2020-07-14 11:06:42+00:00,ASCENDING,128,33450,VV+VH,4620.5,12.0
S1A_IW_SLC__1SDV_20200726T110643_20200726T110710_033625_03E5AD_9091,Sentinel-1A,2020-07-26 11:06:43+00:00,ASCENDING,128,33625,VV+VH,4615.2,12.0
S1A_IW_SLC__1SDV_20200807T110644_20200807T110710_033800_03EB2C_AC8A,Sentinel-1A,2020-08-07 11:06:44+00:00,ASCENDING,128,33800,VV+VH,4643.6,12.0
S1A_IW_SLC__1SDV_20200819T110644_20200819T110711_033975_03F152_27E5,Sentinel-1A,2020-08-19 11:06:44+00:00,ASCENDING,128,33975,VV+VH,4648.0,12.0
S1A_IW_SLC__1SDV_20200831T110645_20200831T110712_034150_03F77B_C928,Sentinel-1A,2020-08-31 11:06:45+00:00,ASCENDING,128,34150,VV+VH,4629.5,12.0
S1A_IW_SLC__1SDV_20200912T110645_20200912T110712_034325_03FD9C_F54B,Sentinel-1A,2020-09-12 11:06:45+00:00,ASCENDING,128,34325,VV+VH,4639.8,12.0
S1A_IW_SLC__1SDV_20200924T110646_20200924T110713_034500_0403C8_43AE,Sentinel-1A,2020-09-24 11:06:46+00:00,ASCENDING,128,34500,VV+VH,4652.9,12.0
S1A_IW_SLC__1SDV_20201006T110646_20201006T110713_034675_0409F4_A218,Sentinel-1A,2020-10-06 11:06:46+00:00,ASCENDING,128,34675,VV+VH,4641.6,12.0
S1A_IW_SLC__1SDV_20201018T110646_20201018T110713_034850_041018_6718,Sentinel-1A,2020-10-18 11:06:46+00:00,ASCENDING,128,34850,VV+VH,4615.9,12.0
S1A_IW_SLC__1SDV_20201030T110646_20201030T110713_035025_041602_CFDF,Sentinel-1A,2020-10-30 11:06:46+00:00,ASCENDING,128,35025,VV+VH,4646.7,12.0
S1A_IW_SLC__1SDV_20201111T110646_20201111T110713_035200_041C25_0EAB,Sentinel-1A,2020-11-11 11:06:46+00:00,ASCENDING,128,35200,VV+VH,4598.5,12.0
S1A_IW_SLC__1SDV_20201123T110645_20201123T110712_035375_04222F_268A,Sentinel-1A,2020-11-23 11:06:45+00:00,ASCENDING,128,35375,VV+VH,4605.7,11.0
S1A_IW_SLC__1SDV_20201205T110645_20201205T110712_035550_042836_E456,Sentinel-1A,2020-12-05 11:06:45+00:00,ASCENDING,128,35550,VV+VH,4562.5,12.0
S1A_IW_SLC__1SDV_20201217T110645_20201217T110712_035725_042E3F_77EC,Sentinel-1A,2020-12-17 11:06:45+00:00,ASCENDING,128,35725,VV+VH,4377.7,12.0
S1A_IW_SLC__1SDV_20201229T110644_20201229T110711_035900_043460_DFF0,Sentinel-1A,2020-12-29 11:06:44+00:00,ASCENDING,128,35900,VV+VH,4384.6,11.0
S1A_IW_SLC__1SDV_20210110T110643_20210110T110710_036075_043A78_DD0A,Sentinel-1A,2021-01-10 11:06:43+00:00,ASCENDING,128,36075,VV+VH,4337.5,11.0
S1A_IW_SLC__1SDV_20210122T110643_20210122T110710_036250_044093_FE4A,Sentinel-1A,2021-01-22 11:06:43+00:00,ASCENDING,128,36250,VV+VH,4373.4,12.0
S1A_IW_SLC__1SDV_20210203T110643_20210203T110710_036425_0446A2_6CDC,Sentinel-1A,2021-02-03 11:06:43+00:00,ASCENDING,128,36425,VV+VH,4389.3,12.0
S1A_IW_SLC__1SDV_20210215T110642_20210215T110709_036600_044CC1_651D,Sentinel-1A,2021-02-15 11:06:42+00:00,ASCENDING,128,36600,VV+VH,4393.1,11.0
S1A_IW_SLC__1SDV_20210227T110642_20210227T110709_036775_0452CE_5124,Sentinel-1A,2021-02-27 11:06:42+00:00,ASCENDING,128,36775,VV+VH,4398.4,12.0
S1A_IW_SLC__1SDV_20210311T110642_20210311T110709_036950_0458E7_1030,Sentinel-1A,2021-03-11 11:06:42+00:00,ASCENDING,128,36950,VV+VH,4407.2,12.0
S1A_IW_SLC__1SDV_20210323T110642_20210323T110709_037125_045EFE_F3EB,Sentinel-1A,2021-03-23 11:06:42+00:00,ASCENDING,128,37125,VV+VH,4386.9,12.0
S1A_IW_SLC__1SDV_20210404T110643_20210404T110710_037300_046507_8BE9,Sentinel-1A,2021-04-04 11:06:43+00:00,ASCENDING,128,37300,VV+VH,4433.7,12.0
S1A_IW_SLC__1SDV_20210416T110643_20210416T110710_037475_046B14_FD98,Sentinel-1A,2021-04-16 11:06:43+00:00,ASCENDING,128,37475,VV+VH,4411.5,12.0
S1A_IW_SLC__1SDV_20210428T110643_20210428T110710_037650_047125_C4E2,Sentinel-1A,2021-04-28 11:06:43+00:00,ASCENDING,128,37650,VV+VH,4441.8,12.0
S1A_IW_SLC__1SDV_20210510T110644_20210510T110711_037825_0476E8_FE29,Sentinel-1A,2021-05-10 11:06:44+00:00,ASCENDING,128,37825,VV+VH,4417.8,12.0
S1A_IW_SLC__1SDV_20210522T110645_20210522T110712_038000_047C2F_2041,Sentinel-1A,2021-05-22 11:06:45+00:00,ASCENDING,128,38000,VV+VH,4412.6,12.0
S1A_IW_SLC__1SDV_20210603T110645_20210603T110712_038175_04816B_0F66,Sentinel-1A,2021-06-03 11:06:45+00:00,ASCENDING,128,38175,VV+VH,4427.2,12.0
S1A_IW_SLC__1SDV_20210615T110646_20210615T110713_038350_0486A0_F93C,Sentinel-1A,2021-06-15 11:06:46+00:00,ASCENDING,128,38350,VV+VH,4436.8,12.0
S1A_IW_SLC__1SDV_20210627T110647_20210627T110714_038525_048BDD_CCA2,Sentinel-1A,2021-06-27 11:06:47+00:00,ASCENDING,128,38525,VV+VH,4432.7,12.0
S1A_IW_SLC__1SDV_20210709T110648_20210709T110715_038700_04911E_485A,Sentinel-1A,2021-07-09 11:06:48+00:00,ASCENDING,128,38700,VV+VH,4441.1,12.0
S1A_IW_SLC__1SDV_20210721T110648_20210721T110715_038875_04965F_C7B9,Sentinel-1A,2021-07-21 11:06:48+00:00,ASCENDING,128,38875,VV+VH,4449.6,12.0
S1A_IW_SLC__1SDV_20210802T110649_20210802T110716_039050_049B8F_A9E9,Sentinel-1A,2021-08-02 11:06:49+00:00,ASCENDING,128,39050,VV+VH,4434.5,12.0
S1A_IW_SLC__1SDV_20210814T110650_20210814T110717_039225_04A183_3218,Sentinel-1A,2021-08-14 11:06:50+00:00,ASCENDING,128,39225,VV+VH,4468.6,12.0
S1A_IW_SLC__1SDV_20210826T110650_20210826T110717_039400_04A77B_BF88,Sentinel-1A,2021-08-26 11:06:50+00:00,ASCENDING,128,39400,VV+VH,4430.6,12.0
S1A_IW_SLC__1SDV_20210907T110651_20210907T110718_039575_04AD91_B1C3,Sentinel-1A,2021-09-07 11:06:51+00:00,ASCENDING,128,39575,VV+VH,4422.9,12.0
S1A_IW_SLC__1SDV_20210919T110651_20210919T110718_039750_04B37E_F5A5,Sentinel-1A,2021-09-19 11:06:51+00:00,ASCENDING,128,39750,VV+VH,4433.2,12.0
S1A_IW_SLC__1SDV_20211001T110652_20211001T110719_039925_04B983_9530,Sentinel-1A,2021-10-01 11:06:52+00:00,ASCENDING,128,39925,VV+VH,4438.0,12.0
S1A_IW_SLC__1SDV_20211013T110652_20211013T110719_040100_04BF97_72CB,Sentinel-1A,2021-10-13 11:06:52+00:00,ASCENDING,128,40100,VV+VH,4430.6,12.0
S1A_IW_SLC__1SDV_20211025T110652_20211025T110719_040275_04C5AC_FE71,Sentinel-1A,2021-10-25 11:06:52+00:00,ASCENDING,128,40275,VV+VH,4403.6,12.0
S1A_IW_SLC__1SDV_20211106T110652_20211106T110719_040450_04CBC9_F4E8,Sentinel-1A,2021-11-06 11:06:52+00:00,ASCENDING,128,40450,VV+VH,4436.0,12.0
